index,title,category,current_funding_amount,percentage,target_funding_amount,supporter,result,match_cnt,fold
259,커스텀 가능한 2.5D 액션 이펙트 & 일상 파티클,웹툰 리소스,6696000,669,500000,273,1,0,3
260,"상실에 관한 환상SF 단편집 <여섯 번째, 꿈의 감각>",출판,1486000,297,500000,104,1,1,3
261,"내 방 안의 희귀식물 포스터, 엽서북, 키링 <그리너리룸>",디자인,3361000,168,500000,97,1,2,1
262,12팀의 크리에이터와 함께한 2022 릴레이 달력 챌린지,디자인 문구,4071000,626,500000,224,1,0,5
263,[Tlab] 컨템포러리 타입페이스 한글 Inline,디자인,17891000,397,500000,152,1,0,5
264,보석의 공간을 디자인 하다 [쇼룸 펜던트],주얼리,32035000,320,500000,124,1,0,5
265,하찮은 찹쌀 도-나쓰 도우도우 노트북 파우치,캐릭터 · 굿즈,4023000,134,500000,112,1,0,4
266,"한지로 만든, 친환경 소재 하운지 가죽을 가방에 담다",잡화,6142000,1228,500000,77,1,1,3
267,"[디지털 다이어리] 즐거운 기록 놀이, 꼴라주 2021",디자인 문구,511577,102,500000,48,1,1,3
268,홍익대학교 산업디자인 졸업전시<design without>,예술,1263500,126,500000,27,1,0,4
269,"""어서오세요, 문브릿지 꿈상점입니다."" <드림캐쳐>",출판,2670000,534,500000,95,1,1,2
270,"""지금,도쿄"" : 일본감성 꾹꾹담은 엽서키트",디자인 문구,1539677,256,500000,68,1,1,5
271,두려운 영혼을 위한 그림책 <세상에서 가장 안전한 집>,출판,5681000,142,500000,177,1,0,3
272,동물들의 열두달을 담은 [2022 A.T.M 캘린더],디자인 문구,1338000,267,500000,53,1,0,2
273,"책봄의 환경,동물,사람 - 도서 구독서비스 <문 앞의 봄>",예술,2261000,226,500000,39,1,2,3
274,미래세대에게 대한민국 축구의 가치를 전달해요!,예술,6552000,655,500000,15,1,0,5
275,향과 마음치유의 조화 : 감정조절이 어려운 당신에게,홈 · 리빙,3541800,236,500000,62,1,0,2
276,"언택트 시대, 멀어진 사이 건네보는 <사이다>",웹툰 · 만화,3598000,102,500000,81,1,1,2
277,"산타를 기다리는 어른들의 설렘, 크리스마스 테라리움 키트",홈 · 리빙,3514100,351,500000,64,1,1,2
278,"보이스 아이돌 프로젝트 : 아이-유니버스 ""에버샤인""",음악,7988000,145,500000,70,1,0,2
279,산책을 씨앗처럼 심고 가꾸는 그림에세이 <함께 쓰는 산책>,출판,1921000,128,500000,58,1,0,5
280,우울전시 - 쇼미더드로잉 X 이모르 개인전,예술,4720000,314,500000,100,1,0,2
281,"삶이 불안한 당신에게 권하는 소설, <불안을 담은 캐리어>",출판,1282000,128,500000,50,1,1,3
282,"업사이클링, 세상에 하나 뿐인 <텐트 파우치>",잡화,1320500,220,500000,42,1,1,2
283,지난 여행을 기억하는 저마다의 방법들.,잡화,2714000,301,500000,71,1,0,2
284,당신의 세상이 꽃이 되는 따뜻한 일러스트북 <너는 꽃>,출판,1538000,256,500000,51,1,0,5
285,데드버튼즈의 앨범 [1] CD와 티셔츠 제작,음악,3458000,138,500000,92,1,0,3
286,"당신의 시작은 언제인가요? 시작의 달, 눈썹달 주얼리",주얼리,3111000,622,500000,52,1,1,4
287,중생대 생물을 담은 트럼프카드,보드게임 · TRPG,3931500,393,500000,60,1,0,1
288,러시아 문학 여행 에세이 <로쟈와 지바고의 길 위에서>,출판,1699500,141,500000,56,1,0,4
289,"세상 모든 시를 읽는다, '시zip' 기획 어떠신가요?",출판,5132000,102,500000,32,1,1,5
290,받는 사람이 깜짝 놀라는 선물 [ 3D-Art 입체액자 ],홈 · 리빙,2579800,515,500000,16,1,0,1
291,"오늘, 엽서북",사진,1114500,222,500000,45,1,1,3
292,"친환경 디자인을 마시다, 블루범브루의 콜드브루와 바닐라시럽",푸드,881000,176,500000,28,1,1,1
293,나의 365일 달력 2021,디자인 문구,550000,110,500000,28,1,0,2
294,일곱살 멈머 포카와 두살배기 마꼬의 귀염뽀짝 무빙웹툰,영화 · 비디오,1808000,180,500000,44,1,0,2
295,맞춤전용 중세.로판 엑스트라,웹툰 리소스,2149000,107,500000,47,1,0,5
296,세상에는 아직도 여성 영화가 더 필요하다. 영화<사각지대>,영화 · 비디오,7031000,351,500000,100,1,0,3
297,공허함에 대한 아트북 <Lost things>,출판,2189500,218,500000,54,1,0,3
298,"버려진 페트병, 공간에 아름다움을 채우다 <패브릭 포스터>",디자인,712000,142,500000,43,1,1,2
299,고전 게임의 재미를 계승한 모바일 게임 “퍼스트클로버”,디지털 게임,5791000,115,500000,99,1,0,4
300,"내 취향 와인을 찾기 위해, '와인 테이스팅 다이어리'",디자인 문구,628000,104,500000,31,1,1,1
301,<코끼리 프로젝트> 제 29회 홍익대 판화과 졸업전시,예술,599000,199,500000,21,1,0,4
302,꽃다 : 귀에 꽂는 꽃 한송이 0.3CT과 천연 보석,주얼리,1723100,172,500000,20,1,0,5
303,내 지갑 속 전시회 <명화 카드 스킨>,잡화,586200,117,500000,38,1,0,1
304,Solitude by Wind&Wave 악보집,출판,1095000,109,500000,18,1,0,4
305,"환경보호프로젝트 ""아임쏘리""",캐릭터 · 굿즈,537000,107,500000,26,1,0,4
306,"즙택청약, 무이자 대추즙으로 내즙마련 하세요!",푸드,5305277,106,500000,90,1,1,4
307,엉킴이 적어 반려견과 함께 쓰기 좋은 <친환경 유니밴드>,반려동물,750600,150,500000,40,1,0,3
308,컬러로 널 위로할게_ 리버시블 프린트백 RE:bag,잡화,1864900,124,500000,28,1,0,3
309,색깔이 변하는 이니셜 자수인형 '아끼',캐릭터 · 굿즈,2167000,108,500000,29,1,0,5
310,누구도 받고 싶지 않은 선물,영화 · 비디오,2945000,226,500000,59,1,0,1
311,웹드라마 <너의 한걸음 뒤에>,영화 · 비디오,560000,112,500000,26,1,0,5
312,아빠와 함께 만드는 나만의 종이드론,테크 · 가전,1102000,110,500000,11,1,0,1
313,"그들이 말하는 탈코르셋, <탈코일기> 단행본",출판,193481760,38696,500000,8780,1,1,3
314,"전통한복 그대로, 어디에나 입기 좋은 오버핏 장저고리",의류,182807000,36561,500000,1662,1,1,3
315,뽀글뽀글 저고리 점퍼<뽀고리와 캥거루>골덴 바지,의류,34501000,34501,500000,305,1,0,5
316,"<금목서>,<정산소종> 가을과 겨울 그 사이 어딘가의 향.",향수 · 뷰티,123025800,24605,500000,2374,1,1,4
317,새로운 마법. 액션을 위한 이펙트 시리즈,웹툰 리소스,23952000,23952,500000,572,1,0,4
318,"간호사가 작정하고 만든 압박스타킹, 널스노트의 <널핏>",홈 · 리빙,205252519,20525,500000,5970,1,1,5
319,대한 여권 케이스: 잊혀진 독립운동가 김문로 선생 알리기,캐릭터 · 굿즈,58197400,19399,500000,2514,1,0,1
320,따뜻한 감성과 가치를 지닌 북마크 : '버드스틱',디자인 문구,3230000,17000,500000,104,1,0,4
321,타로리더가 되기 위해 초보에게 필요한 단 한 권의 책,출판,33004000,16502,500000,1122,1,0,1
322,응급의학과 의사들이 직접 만든 우리집 미니 응급실,홈 · 리빙,79772900,15954,500000,1043,1,0,5
323,[공식] 핑크빈이 커져서 나타났다! 핑크빈 빈백,잡화,25332000,14901,500000,151,1,0,5
324,이동균 명인의 60년 전통 빗자루공예,홈 · 리빙,7336500,14672,500000,292,1,0,1
325,from death,예술,731000,14619,500000,14,1,0,3
326,여성독립운동가 알리기 : Brochure 프로젝트 1,캐릭터 · 굿즈,42167999,14055,500000,2442,1,0,3
327,깊고 달콤한 꿀잠을 책임질게요.휘겔리다올리 딥-슬립 테라피,향수 · 뷰티,41020950,13673,500000,911,1,0,2
328,움직이는 데포르메 3d 손 모델링,웹툰 리소스,135988000,13598,500000,3450,1,0,1
329,손쉬운 웹툰 제작을 위한 슈퍼모델비율의 3D 바디와 세트,웹툰 리소스,131431000,13143,500000,670,1,0,1
330,[스케치업 공작실_4] 다양한 구성의 로판 대저택 패키지,웹툰 리소스,128550000,12855,500000,1309,1,0,5
331,드루이드가 되고 싶은 당신을 위한 안내서,출판,123709444,12370,500000,5028,1,0,5
332,덕기네 웹툰배경-웹툰 배경 9종세트,웹툰 리소스,116450000,11645,500000,942,1,0,5
333,"책방무사의 노랑색 노력을 소개합니다. <오늘도, 무사>",출판,4494500,11236,500000,121,1,1,5
334,'데미안'에게는 늘 향긋한 비누향이 났다. 데미안의 향기,향수 · 뷰티,55960000,11192,500000,1143,1,0,1
335,웹툰배경 올인원 풀세트 10종 [주경/일몰/야경],웹툰 리소스,109878400,10987,500000,910,1,0,1
336,럼에 졸인 자두와 꿀에 젖은 장미의 향<RumPlum>,향수 · 뷰티,54665000,10933,500000,1652,1,0,5
337,직접 자유롭게 움직이는 데포르메 3D 손 + 팔 + 상반신,웹툰 리소스,103898000,10389,500000,900,1,0,1
338,영원히 기억할게 나의 털복숭이! '반려동물 털 목걸이',주얼리,30981000,10327,500000,957,1,0,2
339,"한 잔의 여유에서 피어오르다, '꽃과자기 시온유리잔'",홈 · 리빙,101462000,10146,500000,1798,1,1,4
340,[달빛천사]이터널스노우 오르골보석함+실버 풀문 목걸이 세트,캐릭터 · 굿즈,187778104,9388,500000,1892,1,0,4
341,조선 <대갓집과 방 10종> 스케치업 배경,웹툰 리소스,46798000,9359,500000,372,1,0,4
342,"마법같은 이펙트의 매력, 'FX 드로잉 가이드북2'",출판,45362500,9072,500000,1382,1,1,1
343,한복 자료집 <흑요석이 그리는 한복 이야기>,출판,180592500,9029,500000,7742,1,0,1
344,양면으로 입는 우리옷 털배자<누비와 뽀글이의 콜라보레이션>,의류,44834000,8966,500000,427,1,0,2
345,[앵콜] 소매치기가 싫어하는 미토도 도난방지 방검가방,잡화,87426101,8742,500000,1053,1,0,1
346,디지털 성범죄 피해자들의 마음을 어루만지다,주얼리,26099046,8699,500000,1819,1,0,1
347,분리해서 내부 세척이 가능한 'two tone 빨대',홈 · 리빙,42832956,8566,500000,1421,1,0,1
348,진짜 하루만에 끝내는 포토샵,출판,85122000,8512,500000,4794,1,0,1
349,보스 장신구 : Maple spoon,주얼리,8444000,8444,500000,238,1,0,2
350,출구없는 매력부자! 잔망루피 첫 공식 굿즈!,영화 · 비디오,168210601,8410,500000,4092,1,0,5
351,아무도 몰랐던 조선 황실의 패턴을 허리치마로. 궁보치마,의류,41482000,8296,500000,253,1,0,1
352,"<실험번호 : 자유> , 실험견 비글의 인식개선과 입양지원",캐릭터 · 굿즈,24797247,8265,500000,1541,1,1,4
353,호랑아 내가 만들어줄게! [ 조그만한 호랑이 초보뜨개키트],홈 · 리빙,41118000,8223,500000,1244,1,0,5
354,"보물을 담은 겨울 향수, ""몰약"" 과 ""백향목""",향수 · 뷰티,82157000,8215,500000,1371,1,1,2
355,리유저블 실리콘 투약병,홈 · 리빙,81112800,8111,500000,4167,1,0,5
356,[웹툰배경:스케치업] 눈 내리는 북부대공의 성!,웹툰 리소스,80299700,8029,500000,705,1,0,3
357,달빛천사15주년기념 국내정식OST발매,음악,2636684000,7989,500000,72513,1,0,4
358,프랑스 왕실의 향기 <마리 앙투아네트가 사랑했던 향수>,향수 · 뷰티,39756006,7951,500000,765,1,0,4
359,"LOOK AT LAMP, 룩앳램프",홈 · 리빙,63485000,7935,500000,1232,1,1,2
360,박제가 되어버린 천재를 아시오? 이상 시인 잉크,디자인 문구,39432100,7886,500000,800,1,0,3
361,만능조합 풀잎브러쉬,웹툰 리소스,77352000,7735,500000,2529,1,0,2
362,[스케치업 웹툰배경] 고대그리스풍 판타지 신전 외관,웹툰 리소스,7670000,7670,500000,130,1,0,1
363,슬기로운 원고생활 <동양 무늬 브러쉬>,웹툰 리소스,75439500,7543,500000,2699,1,0,2
364,"스케치업, 광역 전망의 마을과 업그레이드 소품, 자연물",웹툰 리소스,75340000,7534,500000,623,1,2,3
365,지속성을 고민한 전통공예. 천연 자개 악세서리 '독화',잡화,36971050,7394,500000,466,1,0,2
366,[앵콜]깊고 달콤한 꿀잠을 책임질게요. 딥-슬립 테라피,향수 · 뷰티,36860700,7372,500000,824,1,0,3
367,방검가방 여행을 지켜줘! 소매치기가 싫어하는 여행용 가방,잡화,73097700,7309,500000,740,1,0,2
368,우리가 몰랐던 한국의 환타지 '동이귀괴물집',출판,145376000,7268,500000,8881,1,0,1
369,웹툰용 포즈 프로그램(Enable Toon),웹툰 리소스,72650000,7265,500000,657,1,0,4
370,"보라빛 향수로 재탄생한 클레오파트라, ""테아 네오테라""",향수 · 뷰티,35806000,7161,500000,717,1,1,2
371,[퍼퓸드싸우나] 추억의 '목욕탕' 향기를 기억하시나요?,향수 · 뷰티,35712800,7142,500000,990,1,0,1
372,"전세계 악마들 총집합, 마물들을 모아놓은 ‘검은사전’",출판,139121000,6956,500000,8591,1,1,1
373,"당신의 하루를 반짝이게 만들어줄, 우주를 담은 ‘썬캐쳐’",홈 · 리빙,6910000,6909,500000,295,1,1,3
374,"내가 아는 그 신에게서 향이 났다면? 신들의 향수, 르파써",향수 · 뷰티,68794800,6879,500000,936,1,1,4
375,고통받는 개들에게 자유를! 프리독 팔찌,캐릭터 · 굿즈,68332600,6833,500000,2516,1,0,3
376,"로판 속 왕실 부티크, 제복과 드레스 장식 소재&브러쉬",웹툰 리소스,33995000,6798,500000,978,1,1,5
377,"2년간의 취준, 그 모든 노하우가 담긴 단 하나의 취뽀사전",출판,20393400,6797,500000,1571,1,1,5
378,던전즈 & 드래곤즈 한국어판 발매,보드게임 · TRPG,441686742,6795,500000,1840,1,0,4
379,(투닥토닥 판타지) 스케치업 프로젝트 No.6_ 판타지마을,웹툰 리소스,67856000,6785,500000,548,1,0,2
380,"2021년을 기록하는 100가지 질문, <연말정산> 7주년",출판,33830500,6766,500000,1500,1,1,3
381,웹툰과 일러스트를 위한 컬러 꽃브러쉬,웹툰 리소스,66610100,6661,500000,2221,1,0,1
382,[웹툰스케치업] 대공님의 성과 수도원,웹툰 리소스,66267500,6626,500000,666,1,0,4
383,"선비의 붓, 프랑스를 담다",디자인 문구,9893000,6595,500000,213,1,1,5
384,"오늘, 헤어나올 수 없는 향기의 유혹이 당신을 찾아갑니다.",향수 · 뷰티,32761600,6552,500000,422,1,1,1
385,"5만원대로 만나는 영원함, 나의 첫 다이아몬드 반지",주얼리,32643000,6528,500000,389,1,1,4
386,지금 바로 써먹는 엑셀꿀팁 30가지,출판,21399054,6484,500000,2179,1,0,4
387,[스냅툰+베를린잡화점] 로코코 풍 봄의 왕국 웹툰배경,웹툰 리소스,64814000,6481,500000,504,1,0,3
388,스케치업 웹툰 배경 - 조선시대 마을 배경,웹툰 리소스,19388000,6462,500000,336,1,0,4
389,더이상 혼자 밥먹는 걸 창피해하지 마세요 혼밥만화 티셔츠,의류,25659079,6414,500000,954,1,0,3
390,킨토토 마이스터빌리지 '명장'의 메이플악세사리(네코장),잡화,6397000,6397,500000,297,1,0,3
391,오베론의 숲에서 찾은 '사랑의 묘약' <엘릭서 오브 러브>,향수 · 뷰티,31536700,6307,500000,673,1,0,5
392,이것저것 스케치업 플러그인 모음Zip,웹툰 리소스,31445000,6289,500000,786,1,0,3
393,웹툰 일러스트에 최적화된 전신 데포르메,웹툰 리소스,62674000,6267,500000,465,1,0,5
394,2019년을 정리하는 100가지 질문 <연말정산> 5주년,출판,31279000,6255,500000,1235,1,0,5
395,반영구적으로 사용 가능한 실리콘 스트로우,홈 · 리빙,31261800,6252,500000,3650,1,0,2
396,무하풍 꽃장식 웹툰/일러스트용 브러쉬 세트,웹툰 리소스,62113000,6211,500000,1885,1,0,4
397,오버핏 후드티&폰케이스:반려견 헌혈 캠페인,의류,30560690,6112,500000,767,1,0,2
398,본격 여행 파티 게임 [방방곡곡: 세계 유랑 한국어판],보드게임 · TRPG,18218000,6072,500000,982,1,0,2
399,트위치TV 스트리머 <김도>의 탈모냥이 후드/맨투맨,의류,60641974,6064,500000,1169,1,0,2
400,"지옥에서 돌아온 저세상 영화 리뷰 웹툰, ""부기영화""",웹툰 · 만화,237742379,5943,500000,7431,1,1,1
401,"환디 스케치업/탈것세트(2,4륜/포크레인,헬기,배 등)",웹툰 리소스,59200000,5920,500000,389,1,3,2
402,"고흐의 압생트, 향수로 탄생하다 “압생트”향수",향수 · 뷰티,59057000,5905,500000,1331,1,1,4
403,한 해를 마무리하는 100가지 질문 <연말정산>,출판,14737700,5895,500000,947,1,0,5
404,반영구적으로 사용 가능한 실리콘 스트로우 Ver.2,홈 · 리빙,29428350,5885,500000,2361,1,0,4
405,하루만 네가 되고 싶어,웹툰 · 만화,117459200,5872,500000,3141,1,0,3
406,"엄마와의 기억을 연장하는 최고의 방법, 엄마일기",출판,5833000,5833,500000,493,1,1,4
407,다양한 구도를 쉽고 정확하게 LD/SD 데포르메 3D 헤드,웹툰 리소스,87320000,5821,500000,572,1,0,3
408,"소비자와 공장을 잇다: 세탁부터 수납까지, 가뿐한 온수매트",테크 · 가전,58107000,5810,500000,417,1,1,5
409,"""디자이너들은 왜 다 안된다고 해?"" 디자인 외주 안내서",디자인,4061173,5801,500000,3698,1,0,3
410,일회용 패드 없이 편안하게! 쓰라림과 짓물림 없는 슈어팬티,의류,28960250,5792,500000,281,1,0,5
411,비가 오는 날이 즐거워져요. 더욱 완벽해진 감성 양우산,잡화,28547500,5709,500000,745,1,0,1
412,이 기술력에 이가격? 오염&구김방지 블라우스 그리고 슬랙스,의류,56817400,5681,500000,878,1,0,2
413,진주 귀걸이를 한 소녀,주얼리,17008500,5669,500000,732,1,0,1
414,지겹지 않습니다. 기억하겠습니다.,디자인,23440416,5634,500000,1572,1,0,4
415,"텀블러부터 노트북까지, 두 손을 가볍게! '올데이 프리백'",잡화,84143500,5609,500000,2692,1,1,4
416,당 떨어진 일상마저 달콤하게! <아이스크림 향수>,향수 · 뷰티,27670400,5534,500000,441,1,0,3
417,로맨스가필요해!펜트하우스+명품관+미니마트,웹툰 리소스,55202000,5520,500000,647,1,0,4
418,"따뜻하고 멋스럽게 입는 우리 전통, 누비 두루마기 코트",의류,55140000,5514,500000,223,1,1,5
419,스케치업 웹툰배경[호텔] 로맨스가필요해~!,웹툰 리소스,54481000,5448,500000,730,1,0,1
420,로맨스 판타지 보드게임! [이 로판은 제가 접수하겠습니다],보드게임 · TRPG,54219000,5421,500000,2313,1,0,4
421,"[델리]크리스마스 에디션, 딸초케이크와 시나몬오렌지샹그리아",향수 · 뷰티,26977000,5395,500000,370,1,1,1
